TeamId,TeamName,SubmissionDate,Score
7682870,"Ryan Cooper","2021-11-13 19:19:07",0.11921
7694733,"[Deleted] 826cf421-971f-4322-a72a-ba6c23623912","2021-12-30 16:56:02",0.11922
7948012,"Wild Bee","2021-12-30 19:12:10",0.11922
7666677,shuaihao.lin,"2021-11-15 07:29:12",0.11925
7572212,K5iogura,"2021-11-16 04:05:35",0.11930
7878673,"Sanjana Voona","2021-12-28 05:44:17",0.11932
7620284,RoganZY,"2021-11-27 10:10:04",0.11934
7795795,"ML WARRIORS","2021-11-30 19:14:35",0.11940
7915430,DJ_APER,"2022-01-01 08:17:26",0.11940
7780421,yuezongjie,"2021-12-25 09:29:06",0.11940
7728527,"maque J","2021-11-17 15:07:44",0.11941
7717815,auml21-nightingale,"2021-11-18 08:55:16",0.11941
7758953,Eskigreen,"2021-11-26 10:09:14",0.11941
7935552,"Sat Zhaksybayev","2021-12-27 08:21:48",0.11941
7874328,ziziziii,"2021-12-12 12:40:08",0.11941
3136920,A_MATS,"2021-11-21 12:23:25",0.11942
7534356,Ox0000dead,"2021-12-20 05:21:37",0.11942
7797767,jamqwdq,"2021-12-06 09:26:52",0.11945
7727385,"Jason #22","2021-11-24 09:38:31",0.11945
7727570,"Wuhoo Take Off","2021-11-30 15:23:48",0.11946
7558952,"archana yarlagadda","2021-12-03 02:34:24",0.11946
7884447,NeuerS1mple,"2021-12-14 13:39:40",0.11946
7732148,god13less,"2021-11-24 00:40:32",0.11947
6804544,"Li Zhang #2","2021-11-17 20:08:29",0.11947
7685672,SimranMehta1,"2021-11-18 08:34:24",0.11948
7229844,"Osama Salem","2021-12-16 04:10:30",0.11948
7781015,"Miaoling Yang","2021-12-07 14:53:48",0.11949
7639138,"Kevin V","2021-12-01 19:51:21",0.11951
6747076,"Wancheng Cai","2021-11-16 07:09:54",0.11958
7948392,"Team Taco","2022-01-07 21:55:24",0.11963
3787457,raafaa,"2021-11-17 08:00:54",0.11964
6715348,"Mattia #2","2021-11-26 23:43:02",0.11964
7920690,Rishallen,"2021-12-30 17:36:00",0.11964
5348197,Shun_Li,"2021-12-20 15:53:17",0.11968
5279242,"How did we get here?","2021-12-14 21:52:26",0.11968
7721524,WenqiQian,"2021-12-22 04:32:14",0.11968
7853430,tonix,"2022-01-09 10:08:23",0.11970
7917025,"Robert Mihai Colca","2022-01-05 16:40:58",0.11972
7759951,flamepurple,"2021-11-20 12:39:08",0.11976
1901309,oliverypf,"2021-11-25 02:39:36",0.11977
7944596,"[Deleted] 16e31e13-26dd-47eb-a559-9044fd4e693c","2021-12-29 19:08:47",0.11977
7555540,"Russian Hackers","2021-11-23 15:12:59",0.11978
7812785,asdjlkads,"2021-11-30 08:27:55",0.11978
7808026,NeuAI+20195255,"2021-11-30 12:20:08",0.11979
7812173,aljdksljasdk,"2021-11-30 07:49:01",0.11979
7710798,Nancy1023,"2021-11-27 10:07:51",0.11980
7796741,NeuAI20195271,"2021-12-05 09:52:30",0.11980
7811656,NeuAI+20195268,"2021-11-30 08:08:30",0.11981
7051349,"Peaky Blinders","2021-11-14 07:00:05",0.11982
6765825,"Andrew Molnar","2021-12-24 09:43:08",0.11983
7796662,NeuAI_20195281,"2021-12-04 08:45:12",0.11984
7945575,NORI00,"2022-01-09 10:18:39",0.11987
7831672,"Jason Lambo","2021-12-05 17:59:57",0.11989
7720176,tjg188,"2021-12-16 01:39:36",0.11989
7854538,AnsonTai,"2021-12-08 07:59:01",0.11990
7814305,friedrichor,"2021-11-30 14:18:04",0.11990
7796492,NeuAI20195250,"2021-11-30 13:34:30",0.11990
7831823,thomasjames188,"2021-12-05 18:15:54",0.11991
5362869,4578412678,"2021-12-03 06:54:43",0.11993
7369151,"zcc ccz","2021-12-14 15:52:03",0.11993
4400422,"Abhijeet Gupta","2021-12-26 10:05:00",0.11994
7812987,lllijkl,"2021-11-30 10:11:32",0.11995
7627820,kyooooo,"2021-11-12 07:42:00",0.11996
7806555,"COW GO!","2021-12-20 09:09:44",0.11997
4290803,"Vignesh Ramaraj","2021-12-20 13:48:18",0.11998
7755196,diqizu,"2021-12-20 05:58:59",0.11999
7714896,thanks1618,"2021-11-18 11:13:00",0.12002
7812840,"Koyama Tensuke","2021-12-20 11:01:33",0.12002
7610042,EmeraldDream,"2021-12-08 20:00:57",0.12002
7867705,"Khrystya Shcherbanik","2021-12-10 17:10:07",0.12002
7878230,"Ivan Kuvila","2021-12-13 09:58:26",0.12002
7875333,masiuk,"2021-12-13 10:31:08",0.12002
7929088,"Le Chi Thinh","2021-12-25 03:55:14",0.12002
6752285,DanceRhythm,"2021-12-21 13:14:33",0.12002
7269069,Shiguo,"2021-12-30 10:58:42",0.12002
7768731,berlin1065,"2021-11-27 08:14:39",0.12002
7438416,"Chenjia Zhang","2021-12-01 04:15:00",0.12002
7769549,comelab,"2021-11-24 09:52:04",0.12003
7932248,Snailcheese-210409,"2021-12-27 03:11:28",0.12003
7857402,hzaone,"2021-12-14 08:24:01",0.12003
7930574,llotus,"2021-12-25 16:25:48",0.12003
7929435,Lulalala,"2021-12-25 17:35:24",0.12003
7929020,lhtxxx,"2021-12-26 02:09:59",0.12003
7740225,"Jarrod Zhou","2021-11-21 09:42:34",0.12003
7763841,SHI2000,"2021-11-25 09:29:44",0.12005
5983261,RoderickW,"2021-12-04 02:47:05",0.12005
7736154,clundro-backports,"2021-11-16 18:19:43",0.12007
7500153,"Daniil Serov","2021-12-19 11:53:09",0.12008
7811375,"Vedant #6","2021-11-30 20:21:08",0.12010
7829693,pandahang11,"2021-12-03 10:51:40",0.12010
6815845,"Rogue #2","2021-12-14 12:42:14",0.12010
7949073,iernest,"2022-01-10 01:35:30",0.12010
7910756,Shashank52ez,"2022-01-03 08:14:15",0.12010
7791765,"Sindhuramrutha Kandepu","2021-11-26 01:16:29",0.12010
7828756,manideepak953,"2021-12-03 05:35:36",0.12010
7875600,阿斯顿富贵花,"2021-12-13 07:09:33",0.12011
7925785,MaryLeeSuna,"2021-12-24 01:38:16",0.12011
7965666,zeronisango,"2022-01-05 12:19:52",0.12012
7637379,Falmian,"2021-12-11 07:35:17",0.12012
4055301,e1p4ch0,"2021-12-03 06:52:36",0.12012
7676942,"Anthony Ching","2021-11-17 15:34:17",0.12012
7672855,"Azat Agleev","2021-11-26 03:08:54",0.12012
7867450,"Fernando Alonso Martin","2021-12-27 19:52:14",0.12012
7935512,"Medet Kurganbayev","2021-12-27 16:43:28",0.12012
7764743,"Jadon King","2021-11-22 14:32:07",0.12012
7143245,"Vignesh S Raghavan","2021-11-21 12:07:56",0.12012
5267248,Caiyancheng,"2021-11-30 17:38:22",0.12012
7929442,diandianz,"2021-12-26 03:02:44",0.12012
7943380,"Terry Wu","2021-12-29 13:03:21",0.12012
7475009,"Andrey Belyaev","2021-12-21 11:52:22",0.12012
7836742,zhanziqi,"2021-12-06 15:20:33",0.12012
7855609,Twain111,"2021-12-09 07:00:38",0.12012
7861303,WangFG,"2021-12-11 02:06:58",0.12012
7959041,zhangyongjian2,"2022-01-04 09:34:36",0.12012
7772677,"NeuAI 20195243","2021-12-06 14:02:24",0.12012
7908905,Ayanami2123,"2021-12-20 05:14:10",0.12012
7740591,"Jocelyn Wang #2","2021-12-19 07:53:34",0.12012
7757826,山口紘正,"2021-12-10 14:54:07",0.12012
7769058,"Niina Nieminen","2021-12-11 17:24:30",0.12012
7817451,TanYuez,"2021-12-15 09:02:31",0.12012
7948900," zydandzjf","2021-12-31 03:52:14",0.12012
7883904,hundun-inori,"2021-12-14 14:01:07",0.12012
7764493,"LIU CONG KAI","2021-11-22 14:05:39",0.12012
7649775,"Smitha B #2","2021-11-18 13:08:57",0.12012
7844086,dato,"2021-12-15 22:17:26",0.12012
7753825,chenquantan,"2021-11-26 10:37:07",0.12012
7644475,"Abylay Merekenov","2021-12-25 19:03:11",0.12012
7086217,"Minguk Kim","2021-11-15 05:34:20",0.12013
7769453,"Nguyen Quynh Anh #2","2021-11-22 14:17:29",0.12013
7558873,"Suhail Arfaath","2021-12-01 05:25:14",0.12013
7849106,NineSiri,"2021-12-07 06:19:20",0.12013
7861014,ningning0202,"2021-12-09 12:45:19",0.12013
7633459,Laplace-eww,"2021-11-17 15:35:58",0.12014
7636496,"Mtsu Shu 128437","2022-01-03 03:12:01",0.12015
7592983,"Pavel Bogoslovscky","2021-11-17 13:39:16",0.12018
7839793,"vidhya sharan","2021-12-14 19:16:44",0.12020
7385303,"Keiichi Sugimoto","2021-12-08 05:52:56",0.12022
6594364,"Archie Tram","2022-01-08 19:59:37",0.12023
7700654,nntnam,"2021-11-30 07:34:10",0.12023
7732747,"Standing Watching09","2021-12-31 13:04:58",0.12024
7945390,"Luohao Xu","2022-01-09 10:27:48",0.12026
7782576,ezhonca,"2021-12-27 04:18:31",0.12026
7819136,"Nisarg Mehta","2021-12-03 11:14:38",0.12026
7833280,SurongZhu,"2021-12-04 07:41:49",0.12026
7841097,Alafun,"2021-12-08 08:35:31",0.12026
7856433,XueMingan,"2021-12-08 12:09:39",0.12026
7637427,kunqili1,"2021-12-26 14:44:32",0.12026
7904849,"zhang zhe","2022-01-09 23:13:11",0.12026
7757928,"helloworld #2","2021-11-20 03:11:53",0.12030
7899233,"Michael Tkachuk","2021-12-24 09:52:16",0.12030
5409068,"Suprema tism","2021-11-28 09:27:09",0.12032
7796802,NeuAI20195261,"2021-12-05 09:01:47",0.12032
7768662,JackeyLove,"2021-12-13 13:50:26",0.12034
7664473,？,"2021-11-12 09:00:27",0.12035
7800990,bogo1991,"2021-11-30 04:05:50",0.12038
7808858,Friedor,"2021-11-30 12:35:42",0.12041
7919516,d0683097,"2021-12-22 13:54:01",0.12042
7913985,bubblecat1017,"2021-12-22 16:29:04",0.12042
7476918,"John Monsod","2021-12-02 23:32:13",0.12044
7806953,NeuAI20195221,"2021-11-29 12:21:12",0.12045
7796478,NeuAI+20195198,"2021-11-28 11:05:55",0.12045
7919626,"Tomoya Watahiki","2022-01-03 15:32:20",0.12047
7620230,ixiaonan,"2022-01-02 11:24:37",0.12047
7832986,happypiggy-zhu,"2021-12-25 02:06:59",0.12048
7710458,"Nima Samii","2021-11-28 10:47:44",0.12048
7442967,"shantan srivatsav","2021-12-01 05:23:17",0.12048
7827763,"[Deleted] 5714916a-c062-4343-8217-74633081f297","2021-12-05 22:46:29",0.12048
7802727,shaojia,"2022-01-06 06:18:46",0.12049
7649792,"Ehsan Estaji","2021-11-16 20:01:06",0.12051
7849436,"Po Hua Chen","2021-12-07 12:45:08",0.12053
7712349,Skog-art,"2021-11-18 09:24:16",0.12055
7763871,biandfcheng,"2021-12-12 07:04:53",0.12058
7646492,"Mohamed Aymane Farhi","2021-11-20 11:22:59",0.12058
7829115,"No Time To Code 2","2021-12-03 13:29:38",0.12060
7728625,"Yang Yueming","2021-11-20 07:51:50",0.12062
7467976,DayanGuhong,"2021-12-04 16:43:18",0.12063
7748080,"Edison Yi","2021-11-18 10:53:25",0.12063
5857347,return-sleep,"2021-12-24 07:39:23",0.12064
7879660,neltpat,"2021-12-14 12:04:45",0.12064
7405885,JOGYEONGDEOK,"2021-12-31 03:31:12",0.12066
7692049,"Zheling Yuan","2021-12-14 04:07:02",0.12067
7657047,KimTaekyoung,"2021-12-10 08:57:59",0.12069
6471547,"Nikolina Janković","2021-11-23 06:44:43",0.12069
4760947,"Veritas Ertegun","2021-12-31 18:36:45",0.12070
7560639,"Andrey Kalinin","2021-12-06 08:34:24",0.12071
7768094,我是真的GZJ,"2021-11-27 11:48:00",0.12072
7818660,冬摆,"2021-12-07 08:27:37",0.12072
7698873,syxxxx421,"2021-12-06 11:53:42",0.12072
7619309,"Soobin Chae","2021-12-13 15:56:02",0.12073
7890533,barghest,"2022-01-09 12:56:15",0.12074
6033494,Safwans,"2021-11-19 01:42:27",0.12076
7794579,NeuAI20195282,"2021-12-05 02:17:46",0.12079
7349527,jack1231,"2021-11-29 14:34:35",0.12080
7409361,"Marco Braak","2022-01-08 14:02:16",0.12080
7759569,"Huilin Wang","2021-11-22 12:47:39",0.12081
7762884,mikazu,"2021-11-24 12:07:14",0.12081
7644664,"Batyrkhan Kenzhaliyev","2021-12-27 15:45:20",0.12082
4201749,Model_Interpreters,"2022-01-04 01:50:03",0.12085
4189095,"Pavel Petkun","2021-11-23 19:44:19",0.12085
7929934,Manish5230,"2021-12-29 10:03:25",0.12086
7601053,☜MZ☞,"2022-01-07 10:44:07",0.12086
6673869,"Daniele Baldoni","2021-11-26 13:09:56",0.12088
6908557,yamamotogenki1234,"2021-11-11 06:38:10",0.12095
4563355,"Cheryl Wang","2021-12-24 05:04:51",0.12098
7867407,pbpbpb1,"2021-12-14 07:59:48",0.12101
7885239,loserxiaohao,"2021-12-14 17:56:00",0.12101
7871340,leezy111,"2021-12-14 06:04:27",0.12101
7386940,"Karthik Moturi","2022-01-04 16:38:26",0.12102
7953197,JihuangChen,"2022-01-01 20:05:28",0.12102
7746774,lhiilz,"2021-11-18 11:06:21",0.12102
7874184,chowwongman,"2021-12-16 14:03:22",0.12102
7879105,motionless,"2021-12-13 13:47:16",0.12102
7782824,xiaohanbo,"2021-12-13 15:37:10",0.12102
7798035,NeuAI+20195264,"2021-11-28 11:49:02",0.12102
7803975,HanbinWangPanda,"2021-12-08 15:36:30",0.12102
7878995,zhoumanyun,"2021-12-14 04:10:46",0.12102
7880400,叹你九世度,"2021-12-14 17:09:38",0.12102
7686467,zhangyingyu,"2021-12-21 13:41:34",0.12102
7733244,Bessie420,"2021-11-16 06:56:59",0.12102
7798242,NeuAI-20195266,"2021-11-29 14:32:38",0.12102
7092689,"Roberto Farías","2022-01-01 01:00:26",0.12104
7697734,"Roman Kaharlytskyi","2021-11-25 23:19:32",0.12105
7799206,"Terry Lee77","2021-12-06 06:02:01",0.12105
7913415,LinYuanH,"2021-12-25 12:49:43",0.12106
3582839,seabiscuit2019,"2021-12-29 15:01:30",0.12107
7701996,SaferSephy,"2021-11-22 16:38:35",0.12107
7855913,Senn88,"2021-12-16 19:44:24",0.12109
7342053,"Mysha Rysh","2021-12-07 17:35:26",0.12109
7758167,"Kazuki Hiraiso","2021-12-17 17:09:49",0.12109
7949679,suc123,"2022-01-07 08:21:00",0.12112
7912906,"Josh Wondra","2022-01-03 19:40:36",0.12114
3498453,"Sanghyeok Choi","2022-01-06 01:50:11",0.12117
7833127,ningjingnn,"2021-12-14 02:42:55",0.12118
6537837,"Maxi Diaz Battan","2022-01-08 11:45:37",0.12122
7931104,hpesoj,"2021-12-28 00:08:09",0.12124
4516811,"Shah Punit","2021-12-30 23:24:59",0.12125
3211906,alejandromorales,"2022-01-09 09:14:12",0.12128
7930740,Fredopy,"2022-01-01 02:42:07",0.12130
6891473,bbKSJdd,"2022-01-04 02:22:57",0.12131
7827419,"Ty Gill","2021-12-05 17:48:31",0.12132
7874074,"Steven Ma #2","2021-12-29 08:01:15",0.12134
5913468,Christ0pherJ,"2021-12-11 21:22:51",0.12134
7324299,"Edward aka Larry Welch","2021-11-19 23:38:04",0.12135
7799962,calcez,"2021-11-28 19:28:02",0.12135
7659882,datouyu1,"2021-12-13 04:58:27",0.12135
7456513,DLdata_analytics,"2021-11-18 21:18:35",0.12136
7869386,Doublehappy,"2021-12-18 15:53:45",0.12137
3350194,"Charudatta ","2021-12-29 14:07:17",0.12138
7916579,"Shruti Iyer","2022-01-08 08:28:39",0.12139
7794023,NeuAl20195196,"2021-12-05 06:40:39",0.12140
7384625,Tycook,"2021-11-28 23:10:22",0.12141
7634599,NY,"2022-01-09 18:48:13",0.12142
7812895,"Zijian Chen","2021-11-30 22:25:09",0.12144
